"ID","Group","Group Type","Discovery","Exit Date","Country","Source","TTPS","TTPS.1","TTPS.2","TTPS.3","TTPS.4","TTPS.5","TTPS.6","TTPS.7","TTPS.8","TTPS.9","TTPS.10","TTPS.11","TTPS.12","TTPS.13","TTPS.14","TTPS.15","TTPS.16","TTPS.17","TTPS.18","TTPS.19","TTPS.20","TTPS.21","TTPS.22","TTPS.23","TTPS.24","TTPS.25","TTPS.26","TTPS.27","TTPS.28","TTPS.29","TTPS.30","TTPS.31","TTPS.32","TTPS.33","TTPS.34","TTPS.35","TTPS.36","TTPS.37","TTPS.38","TTPS.39","TTPS.40","TTPS.41","TTPS.42","TTPS.43","TTPS.44","TTPS.45","TTPS.46","TTPS.47","TTPS.48","TTPS.49","TTPS.50","TTPS.51","TTPS.52","TTPS.53","TTPS.54","TTPS.55","TTPS.56","TTPS.57","TTPS.58","TTPS.59","TTPS.60","TTPS.61","TTPS.62","TTPS.63","TTPS.64","TTPS.65","TTPS.66","TTPS.67","TTPS.68","TTPS.69","TTPS.70","TTPS.71","TTPS.72","TTPS.73","TTPS.74","TTPS.75","TTPS.76","TTPS.77","TTPS.78","TTPS.79","TTPS.80","TTPS.81","TTPS.82","TTPS.83","TTPS.84","TTPS.85","TTPS.86","TTPS.87","TTPS.88"
NA,"Ajax Security Team","2021",2023,NA,NA,NA,"T1555.003","T1105","T1056.001","T1204.002","T1566.001","T1566.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ALLANITE","2018",2024,NA,NA,NA,"T0817","T0852","T0865","T0859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Andariel","2021",2024,NA,NA,NA,"T1057","T1592.002","T1027.003","T1049","T1005","T1189","T1203","T1590.005","T1105","T1204.002","T1588.001","T1566.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Aoqin Dragon","2022",2022,NA,NA,NA,"T1203","T1083","T1570","T1204.002","T1587.001","T1036.005","T1091","T1027.002","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT1","2017",2023,NA,NA,NA,"T1560.001","T1005","T1003.001","T1114.001","T1036.005","T1550.002","T1021.001","T1059.003","T1119","T1583.001","T1584.001","T1585.002","T1087.001","T1588.001","T1135","T1057","T1114.002","T1566.001","T1566.002","T1016","T1049","T1007","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT12","2019",2020,NA,NA,NA,"T1102.002","T1568.003","T1203","T1204.002","T1566.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT16","2020",2022,NA,NA,NA,"T1584.004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT17","2020",2024,NA,NA,NA,"T1585","T1583.006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT18","2017",2024,NA,NA,NA,"T1053.002","T1133","T1070.004","T1078","T1071.004","T1027.013","T1083","T1105","T1547.001","T1082","T1071.001","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT19","2018",2024,NA,NA,NA,"T1059","T1574.002","T1140","T1189","T1027.013","T1204.002","T1112","T1059.001","T1547.001","T1218.010","T1218.011","T1566.001","T1132.001","T1082","T1016","T1033","T1071.001","T1543.003","T1027.010","T1564.003","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT28","2017",2024,NA,NA,NA,"T1542.003","T1070.001","T1092","T1546.015","T1025","T1027.013","T1068","T1090.002","T1105","T1001.001","T1056.001","T1003.001","T1074.001","T1071.003","T1550.002","T1120","T1091","T1218.011","T1113","T1070.006","T1560","T1119","T1059.001","T1114.002","T1199","T1005","T1140","T1211","T1210","T1564.001","T1037.001","T1204.002","T1213.002","T1566.001","T1059.003","T1559.002","T1040","T1070.004","T1083","T1137.002","T1057","T1134.001","T1078","T1098.002","T1550.001","T1560.001","T1102.002","T1110","T1078.004","T1589.001","T1030","T1213","T1039","T1583.001","T1189","T1586.002","T1557.004","T1048.002","T1567","T1190","T1203","T1133","T1564.003","T1204.001","T1036","T1036.005","T1090.003","T1003.003","T1498","T1584.008","T1003","T1110.001","T1110.003","T1598","T1547.001","T1074.002","T1014","T1021.002","T1598.003","T1528","T1583.003","T1595.002","T1071.001","T1583.006","T1505.003",NA,NA,NA,NA
NA,"APT29","2017",2024,NA,NA,NA,"T1546.008","T1548.002","T1070.004","T1550.003","T1059.001","T1547.001","T1053.005","T1027.002","T1047","T1546.003","T1203","T1204.002","T1566.001","T1566.002","T1090.004","T1090.003","T1098.002","T1027.001","T1037","T1059.009","T1087.004","T1136.003","T1586.003","T1078.004","T1651","T1021.007","T1005","T1098.005","T1587.003","T1562.008","T1568","T1586.002","T1573","T1190","T1068","T1090.002","T1133","T1027.006","T1665","T1556.007","T1016.001","T1003.004","T1078.003","T1553.005","T1036.005","T1218.005","T1621","T1110.001","T1110.003","T1059.006","T1037.004","T1114.002","T1003.002","T1566.003","T1528","T1649","T1070.006","T1199","T1078","T1595.002","T1583.006","T1505.003","T1105","T1204.001","T1587.001","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT3","2017",2024,NA,NA,NA,"T1056.001","T1003.001","T1087.001","T1104","T1095","T1059.001","T1053.005","T1016","T1033","T1059.003","T1098.007","T1090.002","T1546.008","T1560.001","T1552.001","T1574.002","T1005","T1078.002","T1041","T1070.004","T1083","T1027.005","T1105","T1136.001","T1074.001","T1027","T1110.002","T1069","T1057","T1547.001","T1021.001","T1018","T1218.011","T1021.002","T1027.002","T1082","T1049","T1543.003","T1555.003","T1203","T1564.003","T1204.001","T1036.010","T1566.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT30","2020",2020,NA,NA,NA,"T1204.002","T1566.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT32","2017",2024,NA,NA,NA,"T1027.001","T1070.001","T1574.002","T1189","T1204.002","T1566.001","T1082","T1033","T1216.001","T1105","T1071.001","T1505.003","T1027.013","T1068","T1078.003","T1036.005","T1059.001","T1218.010","T1053.005","T1072","T1070.006","T1560","T1027.010","T1059","T1552.002","T1583.001","T1608.004","T1589.002","T1041","T1048.003","T1203","T1070.004","T1083","T1027.011","T1589","T1564.001","T1564.003","T1059.007","T1056.001","T1003.001","T1570","T1222.002","T1087.001","T1071.003","T1204.001","T1036.004","T1036","T1112","T1218.005","T1564.004","T1046","T1135","T1571","T1003","T1137","T1550.002","T1550.003","T1055","T1012","T1547.001","T1018","T1218.011","T1021.002","T1569.002","T1585.001","T1566.002","T1598.003","T1016","T1049","T1588.002","T1608.001","T1059.005","T1102","T1583.006","T1059.003","T1047","T1543.003","T1036.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT33","2018",2024,NA,NA,NA,"T1204.001","T0852","T0853","T0865","T1566.002","T1078","T1560.001","T1003.005","T1078.004","T1552.001","T1555","T1555.003","T1027.013","T1048.003","T1203","T1068","T1552.006","T1105","T1003.004","T1003.001","T1204.002","T1040","T1571","T1110.003","T1059.001","T1547.001","T1053.005","T1566.001","T1132.001","T1573.001","T1588.002","T1059.005","T1071.001","T1546.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT37","2018",2021,NA,NA,NA,"T1106","T1027","T1057","T1055","T1082","T1033","T1071.001","T1123","T1102.002","T1555.003","T1005","T1561.002","T1189","T1559.002","T1203","T1105","T1036.001","T1204.002","T1547.001","T1566.001","T1059.003","T1548.002","T1059","T1120","T1059.006","T1053.005","T1027.003","T1529","T1059.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT38","2019",2024,NA,NA,NA,"T1217","T1110","T1070.001","T1115","T1218.001","T1053.003","T1485","T1486","T1005","T1562.004","T1561.002","T1189","T1070.004","T1083","T1562.003","T1105","T1056.001","T1204.002","T1112","T1106","T1135","T1059.001","T1057","T1218.011","T1565.003","T1053.005","T1518.001","T1569.002","T1027.002","T1566.001","T1565.001","T1082","T1049","T1033","T1529","T1070.006","T1588.002","T1565.002","T1059.005","T1071.001","T1505.003","T1059.003","T1543.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT39","2019",2024,NA,NA,NA,"T1546.010","T1560.001","T1059.010","T1197","T1102.002","T1110","T1115","T1553.006","T1059","T1555","T1071.004","T1005","T1140","T1027.013","T1041","T1190","T1090.002","T1070.004","T1083","T1105","T1056","T1090.001","T1056.001","T1003.001","T1136.001","T1074.001","T1204.002","T1204.001","T1036.005","T1046","T1135","T1003","T1059.001","T1059.006","T1012","T1547.001","T1021.001","T1018","T1021.002","T1021.004","T1053.005","T1113","T1569.002","T1547.009","T1027.002","T1566.001","T1566.002","T1033","T1588.002","T1078","T1059.005","T1071.001","T1505.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT41","2019",2024,NA,NA,NA,"T1546.008","T1098.007","T1560.001","T1197","T1037","T1542.003","T1110","T1070.003","T1070.001","T1213.003","T1553.002","T1218.001","T1195.002","T1496.001","T1555","T1555.003","T1574.001","T1574.002","T1071.004","T1486","T1030","T1005","T1102.001","T1087.002","T1568.002","T1574.006","T1190","T1203","T1133","T1008","T1070.004","T1071.002","T1083","T1484.001","T1656","T1562.006","T1105","T1056.001","T1003.001","T1570","T1087.001","T1136.001","T1036.004","T1036.005","T1112","T1104","T1003.003","T1599","T1046","T1135","T1027","T1550.002","T1069","T1059.001","T1055","T1090","T1012","T1547.001","T1021.001","T1018","T1014","T1218.011","T1021.002","T1596.005","T1053.005","T1003.002","T1569.002","T1027.002","T1566.001","T1082","T1016","T1049","T1033","T1588.002","T1059.004","T1078","T1595.002","T1071.001","T1059.003","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT5","2024",2024,NA,NA,NA,"T1098.007","T1560.001","T1070.003","T1078.004","T1554","T1053.003","T1078.002","T1190","T1070.004","T1083","T1562.006","T1070","T1056.001","T1003.001","T1136.001","T1074.001","T1654","T1036.005","T1059.001","T1057","T1055","T1021.001","T1021.004","T1003.002","T1049","T1070.006","T1505.003","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT-C-23","2024",2024,NA,NA,NA,"T1655.001","T1660","T1422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"APT-C-36","2020",2021,NA,NA,NA,"T1105","T1204.002","T1036.004","T1571","T1027","T1053.005","T1566.001","T1588.002","T1059.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Aquatic Panda","2022",2024,NA,NA,NA,"T1087","T1560.001","T1070.003","T1070.001","T1027.010","T1574.001","T1005","T1562.001","T1078.002","T1574.006","T1070.004","T1105","T1003.001","T1654","T1588.001","T1036.004","T1036.005","T1112","T1550.002","T1059.001","T1021.001","T1021","T1218.011","T1021.002","T1021.004","T1518.001","T1082","T1033","T1007","T1588.002","T1059.004","T1595.002","T1059.003","T1047","T1543.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Axiom","2017",2023,NA,NA,NA,"T1546.008","T1003","T1021.001","T1190","T1560","T1584.005","T1583.002","T1005","T1189","T1203","T1566","T1563.002","T1001.002","T1553","T1078","T1583.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"BackdoorDiplomacy","2021",2021,NA,NA,NA,"T1574.001","T1055.001","T1190","T1105","T1074.001","T1588.001","T1036.004","T1036.005","T1046","T1095","T1027","T1120","T1049","T1588.002","T1505.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"BITTER","2022",2024,NA,NA,NA,"T1583.001","T1559.002","T1568","T1573","T1027.013","T1203","T1068","T1105","T1204.002","T1036.004","T1095","T1053.005","T1566.001","T1588.002","T1608.001","T1071.001","T1660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"BlackOasis","2018",2018,NA,NA,NA,"T1027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"BlackTech","2020",2022,NA,NA,NA,"T1588.003","T1574.002","T1588.004","T1190","T1203","T1204.002","T1204.001","T1106","T1046","T1036.002","T1021.004","T1566.001","T1566.002","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Blue Mockingbird","2020",2024,NA,NA,NA,"T1134","T1574.012","T1496.001","T1027.013","T1190","T1003.001","T1036.005","T1112","T1059.001","T1090","T1218.010","T1021.001","T1218.011","T1021.002","T1053.005","T1569.002","T1082","T1588.002","T1059.003","T1047","T1546.003","T1543.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Bouncing Golf","2023",2023,NA,NA,NA,"T1655.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"BRONZE BUTLER","2018",2021,NA,NA,NA,"T1189","T1203","T1204.002","T1566.001","T1102.001","T1560.001","T1053.002","T1027.001","T1548.002","T1005","T1039","T1140","T1087.002","T1070.004","T1083","T1105","T1003.001","T1036.005","T1550.003","T1059.001","T1547.001","T1018","T1113","T1132.001","T1573.001","T1124","T1071.001","T1059.003","T1574.002","T1562.001","T1036","T1059.006","T1036.002","T1053.005","T1518","T1027.003","T1007","T1080","T1588.002","T1059.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Carbanak","2017",2021,NA,NA,NA,"T1102.002","T1562.004","T1036.005","T1218.011","T1078","T1543.003","T1219","T1036.004","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Chimera","2020",2024,NA,NA,NA,"T1560.001","T1119","T1217","T1070.001","T1027.010","T1110.004","T1589.001","T1574.002","T1071.004","T1039","T1087.002","T1078.002","T1556.001","T1482","T1041","T1567.002","T1133","T1070.004","T1083","T1105","T1570","T1087.001","T1074.001","T1114.001","T1069.001","T1036.005","T1111","T1003.003","T1106","T1046","T1135","T1550.002","T1201","T1110.003","T1059.001","T1057","T1572","T1012","T1074.002","T1021.001","T1114.002","T1018","T1021.002","T1053.005","T1569.002","T1213.002","T1082","T1016","T1049","T1033","T1007","T1124","T1070.006","T1588.002","T1078","T1071.001","T1059.003","T1047","T1021.006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Cinnamon Tempest","2023",2024,NA,NA,NA,"T1574.001","T1574.002","T1140","T1078.002","T1567.002","T1190","T1657","T1484.001","T1105","T1059.001","T1572","T1090","T1059.006","T1021.002","T1080","T1588.002","T1078","T1059.003","T1047","T1543.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Cleaver","2017",2022,NA,NA,NA,"T1003.001","T1557.002","T1587.001","T1585.001","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Cobalt Group","2018",2023,NA,NA,NA,"T1573.002","T1548.002","T1218.003","T1027.010","T1559.002","T1203","T1068","T1070.004","T1105","T1204.002","T1046","T1059.001","T1055","T1547.001","T1218.010","T1219","T1021.001","T1053.005","T1566.001","T1566.002","T1059.005","T1071.001","T1543.003","T1220","T1195.002","T1071.004","T1059.007","T1037.001","T1204.001","T1218.008","T1572","T1518.001","T1588.002","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Confucius","2021",2022,NA,NA,NA,"T1119","T1041","T1567.002","T1203","T1083","T1105","T1204.002","T1204.001","T1218.005","T1059.001","T1547.001","T1053.005","T1566.001","T1566.002","T1082","T1221","T1059.005","T1071.001","T1583.006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
